zipCode,city,state,zone
93454,Santa Maria,CA,
93455,Santa Maria,CA,
93456,Santa Maria,CA,
93457,Santa Maria,CA,
93458,Santa Maria,CA,
90401,Santa Monica,CA,A
90402,Santa Monica,CA,A
90403,Santa Monica,CA,A
90404,Santa Monica,CA,A
90405,Santa Monica,CA,A
90406,Santa Monica,CA,A
90407,Santa Monica,CA,A
90408,Santa Monica,CA,A
90409,Santa Monica,CA,A
90410,Santa Monica,CA,A
90411,Santa Monica,CA,A
93060,Santa Paula,CA,
93061,Santa Paula,CA,
93460,Santa Ynez,CA,
92070,Santa Ysabel,CA,
92071,Santee,CA,
92072,Santee,CA,
90740,Seal Beach,CA,B
93263,Shafter,CA,
93461,Shandon,CA,
91403,Sherman Oaks,CA,B
91413,Sherman Oaks,CA,B
91423,Sherman Oaks,CA,B
91495,Sherman Oaks,CA,B
91024,Sierra Madre,CA,B
91025,Sierra Madre,CA,B
90755,Signal Hill,CA,B
92676,Silverado,CA,
93062,Simi Valley,CA,
93063,Simi Valley,CA,
93065,Simi Valley,CA,
93094,Simi Valley,CA,
93099,Simi Valley,CA,
92385,Skyforest,CA,
92075,Solana Beach,CA,
93463,Solvang,CA,
93464,Solvang,CA,
93066,Somis,CA,
91733,South El Monte,CA,B
90280,South Gate,CA,A
91030,South Pasadena,CA,
91031,South Pasadena,CA,
91976,Spring Valley,CA,
91977,Spring Valley,CA,
91978,Spring Valley,CA,
91979,Spring Valley,CA,
90680,Stanton,CA,
91381,Stevenson Ranch,CA,
91604,Studio City,CA,B
91614,Studio City,CA,B
92386,Sugarloaf,CA,
93067,Summerland,CA,
92585,Sun City,CA,
92586,Sun City,CA,
92587,Sun City,CA,
91352,Sun Valley,CA,
91353,Sun Valley,CA,
91040,Sunland,CA,
91041,Sunland,CA,
90742,Sunset Beach,CA,B
90743,Surfside,CA,
91342,Sylmar,CA,
91392,Sylmar,CA,
93268,Taft,CA,
91356,Tarzana,CA,
91357,Tarzana,CA,
91980,Tecate,CA,
91987,Tecate,CA,
93561,Tehachapi,CA,
93581,Tehachapi,CA,
92589,Temecula,CA,
92590,Temecula,CA,
92591,Temecula,CA,
92592,Temecula,CA,
92593,Temecula,CA,
91780,Temple City,CA,B
93465,Templeton,CA,
92274,Thermal,CA,
91358,Thousand Oaks,CA,
91360,Thousand Oaks,CA,
91361,Thousand Oaks,CA,
91362,Thousand Oaks,CA,
92276,Thousand Palms,CA,
91610,Toluca Lake,CA,B
90290,Topanga,CA,
90501,Torrance,CA,A
90502,Torrance,CA,A
90503,Torrance,CA,A
90504,Torrance,CA,A
90505,Torrance,CA,A
90506,Torrance,CA,A
90507,Torrance,CA,A
90508,Torrance,CA,A
90509,Torrance,CA,A
90510,Torrance,CA,A
92678,Trabuco Canyon,CA,
92679,Trabuco Canyon,CA,
93562,Trona,CA,
93592,Trona,CA,
91042,Tujunga,CA,
91043,Tujunga,CA,
93276,Tupman,CA,
92780,Tustin,CA,
92781,Tustin,CA,
92782,Tustin,CA,
92277,Twentynine Palms,CA,
92278,Twentynine Palms,CA,
92391,Twin Peaks,CA,
91608,Universal City,CA,B
91784,Upland,CA,
91785,Upland,CA,
91786,Upland,CA,
91354,Valencia,CA,
91355,Valencia,CA,
91385,Valencia,CA,
92082,Valley Center,CA,
91607,Valley Village,CA,B
91617,Valley Village,CA,B
93563,Valyermo,CA,
91401,Van Nuys,CA,
91404,Van Nuys,CA,
91405,Van Nuys,CA,
91406,Van Nuys,CA,
91407,Van Nuys,CA,
91408,Van Nuys,CA,
91409,Van Nuys,CA,
91410,Van Nuys,CA,
91411,Van Nuys,CA,
91470,Van Nuys,CA,
91482,Van Nuys,CA,
91496,Van Nuys,CA,
91499,Van Nuys,CA,
90291,Venice,CA,A
90294,Venice,CA,A
93001,Ventura,CA,
93002,Ventura,CA,
93003,Ventura,CA,
93004,Ventura,CA,
93005,Ventura,CA,
93006,Ventura,CA,
93007,Ventura,CA,
93009,Ventura,CA,
91046,Verdugo City,CA,B
90058,Vernon,CA,A
92392,Victorville,CA,
92393,Victorville,CA,
92394,Victorville,CA,
92395,Victorville,CA,
92280,Vidal,CA,
92861,Villa Park,CA,
92081,Vista,CA,
92083,Vista,CA,
92084,Vista,CA,
92085,Vista,CA,
91788,Walnut,CA,
91789,Walnut,CA,
92086,Warner Springs,CA,
93280,Wasco,CA,
93283,Weldon,CA,
91790,West Covina,CA,
91791,West Covina,CA,
91792,West Covina,CA,
91793,West Covina,CA,
91307,West Hills,CA,
91308,West Hills,CA,
90069,West Hollywood,CA,
90045,Westchester,CA,A
91359,Westlake Village,CA,
91361,Westlake Village,CA,
91361,Westlake Village ,CA,
92683,Westminster,CA,
92684,Westminster,CA,
92685,Westminster,CA,
92282,Whitewater,CA,
90601,Whittier,CA,B
90602,Whittier,CA,B
90603,Whittier,CA,B
90604,Whittier,CA,B
90605,Whittier,CA,B
90606,Whittier,CA,B
90607,Whittier,CA,B
90608,Whittier,CA,B
90609,Whittier,CA,B
90610,Whittier,CA,B
92595,Wildomar,CA,
90744,Wilmington,CA,B
90748,Wilmington,CA,B
92596,Winchester,CA,
91306,Winnetka,CA,
91396,Winnetka,CA,
93285,Wofford Heights,CA,
91364,Woodland Hills,CA,
91365,Woodland Hills,CA,
91367,Woodland Hills,CA,
91371,Woodland Hills,CA,
93287,Woody,CA,
92397,Wrightwood,CA,
92398,Yermo,CA,
92885,Yorba Linda,CA,
92886,Yorba Linda,CA,
92887,Yorba Linda,CA,
92399,Yucaipa,CA,
92284,Yucca Valley,CA,
92286,Yucca Valley,CA,
